"","NAME","BORO","ZIP","TEL","TYPE","GRADE","LON","LAT","ADDRESS"
"846","ELENA'S RESTUARANT","BRONX",10453,"9177377100","Mexcian","A",-73.9096211,40.8521139,"5 WEST TREMONT AVENUE, New York City"
"847","FAIRFIELD INN & SUITES","QUEENS",11101,"7188416355","Other","A",-73.9353779,40.7521849,"2927 40 ROAD, New York City"
"848","CAFE VIA EXPRESSO","QUEENS",11103,"7185453290","Dessert","B",-73.9108511,40.7686759,"2409 STEINWAY STREET, New York City"
"849","FRESCO ON THE GO","MANHATTAN",10022,"2127542700","American","",-73.9740984,40.7586002,"40 EAST   52 STREET, New York City"
"850","MA DUKES","MANHATTAN",10030,"2122348403","Other","A",-73.947093,40.8152647,"2492 FREDERICK DOUGLASS BLVD, New York City"
"851","HOTEL TORTUGA","MANHATTAN",10003,"2122281884","Mexcian","A",-73.9854606,40.7322869,"246 EAST   14 STREET, New York City"
"852","WICHCRAFT","MANHATTAN",10001,"2127800577","QuickMeal","A",-74.0069718,40.7522691,"641 WEST   27 STREET, New York City"
"853","VENICE PIZZA","BRONX",10462,"7188285664","QuickMeal","",-73.8574277,40.8366717,"1539 UNIONPORT ROAD, New York City"
"854","KANAN INDIAN RESTAURANT","BROOKLYN",11215,"7183693777","Asian","B",-73.9793236,40.7440798,"452 3RD AVE, New York City"
"855","HANA SUSHI","BROOKLYN",11209,"7182384513","Asian","",-73.9459503,40.7754426,"524 86TH ST, New York City"
"856","GINO'S PIZZERIA","QUEENS",11354,"7188863411","Italian","",-73.8235602,40.7761588,"2519 PARSONS BOULEVARD, New York City"
"857","APERION PRODUCTION","BROOKLYN",11205,"3475855596","Other","",-73.9597039,40.6977148,"777 KENT AVENUE, New York City"
"858","RESTAURANT TATIANA","BROOKLYN",11235,"7188915151","Other","B",-73.9615078,40.5754377,"3152 BRIGHTON 6TH ST, New York City"
"859","ANNADALE TERRACE","STATEN ISLAND",10312,"7189840700","American","",-74.1772319,40.5422472,"801 ANNADALE RD, New York City"
"860","RICHIE RICH CAIBBEAN AND AMERICAN CUISINE","BRONX",10467,"3473415551","Mexcian","A",-73.8644307,40.8716122,"769 BURKE AVENUE, New York City"
"861","VAPOR LOUNGE AND RESTAURANT","MANHATTAN",10033,"6469227095","American","",-73.937877,40.846991,"4160 BROADWAY, New York City"
"862","CAFE BOULUD/BAR PLEIADES","MANHATTAN",10021,"2127722600","European","A",-73.9639685,40.7742859,"20 EAST   76 STREET, New York City"
"863","DELIS 48","MANHATTAN",10036,"2127689600","American","",-73.9803734,40.7580048,"48 W 48 STREET, New York City"
"864","CREATIVE EDGE CATERERS","MANHATTAN",10014,"2127413000","American","",-74.008558,40.732037,"110 BARROW STREET, New York City"
"865","LILI'S 57","MANHATTAN",10019,"2125865333","Chinese","",-73.9805678,40.7654547,"200 WEST   57 STREET, New York City"
"866","STAR LITE DELI","MANHATTAN",10036,"2128401859","QuickMeal","",-73.98695,40.7575534,"212 WEST   44 STREET, New York City"
"867","THE BOILER ROOM","MANHATTAN",10003,"2122547536","American","B",-73.9892331,40.7259477,"86 EAST    4 STREET, New York City"
"868","SUBWAY","QUEENS",11426,"7183432965","QuickMeal","A",-73.7140959,40.7357386,"25310 HILLSIDE AVENUE, New York City"
"869","LULU & PO","BROOKLYN",11205,"9174353745","American","A",-73.9729861,40.6930599,"154 CARLTON AVENUE, New York City"
"870","GREEN FIG BAKERY CAFFE","BROOKLYN",11232,"7183698937","Dessert","A",-73.9977573,40.7556832,"462 36 STREET, New York City"
"871","TORO","MANHATTAN",10011,"2126912360","European","",-74.0081402,40.7430227,"85 10TH AVE, New York City"
"872","33 Gourmet","MANHATTAN",10001,"2129041351","QuickMeal","B",-73.9905133,40.7503215,"157 WEST   33 STREET, New York City"
"873","EPICE CAFE","MANHATTAN",10001,"2122434673","American","A",-73.9936251,40.7463269,"297 7TH AVE, New York City"
"874","NOT GUILTY DELICATESSEN","STATEN ISLAND",10301,"7184485143","QuickMeal","",-74.0773161,40.6420199,"19 HYATT ST, New York City"
"875","LAHORE DELICATESSEN","MANHATTAN",10012,"2129651777","Other","B",-73.9963895,40.7247678,"132 CROSBY STREET, New York City"
"876","ANGEL FLAKES PATTIES","BROOKLYN",11210,"7184340816","Mexcian","",-73.9480119,40.6337985,"2114 NOSTRAND AVENUE, New York City"
"877","MURALS ON 54/RANDOLPHS'S","MANHATTAN",10019,"2122477000","American","C",-73.9782725,40.7624022,"65 WEST   54 STREET, New York City"
"878","TAQUERIA EL PUENTE","BROOKLYN",11209,"7189212580","Mexcian","",-73.9728946,40.7644711,"9300 5TH AVE, New York City"
"879","TACOS MATAMOROS RESTAURANT","BROOKLYN",11220,"7188717627","Mexcian","",-73.9635974,40.7771822,"4508 5 AVENUE, New York City"
"880","LOS FELIZ","MANHATTAN",10002,"2122288383","Mexcian","A",-73.9889627,40.7194163,"109 LUDLOW STREET, New York City"
"881","ROSARINA BAKERY","BRONX",10463,"6464499278","QuickMeal","",-73.9095787,40.8750751,"5219 BROADWAY, New York City"
"882","SARAH'S ARTISANAL KITCHEN","MANHATTAN",10016,"2127791050","American","",-73.9808355,40.7513905,"270 MADISON AVE, New York City"
"883","PIZZA DADDY","BROOKLYN",11204,"7182597300","Italian","",-73.9815102,40.6141335,"6422 BAY PARKWAY, New York City"
"884","WENDY'S","QUEENS",11432,"7182911008","American","A",-73.800596,40.7035259,"15533 JAMAICA AVE, New York City"
"885","BLACK CRESCENT","MANHATTAN",10002,"2124771771","Seafood","",-73.985024,40.7188944,"76 CLINTON ST, New York City"
"886","SUSHI SEKI","MANHATTAN",10011,"2122555988","Asian","A",-73.9964179,40.7441081,"208 W 23RD ST, New York City"
"887","ANTHONY'S PIZZA","BRONX",10462,"7187926020","QuickMeal","",-73.8663185,40.8449485,"686 MORRIS PARK AVE, New York City"
"888","8 ST GARDEN","BROOKLYN",11220,"7184359692","Chinese","",-73.9356831,40.8314596,"5805 8TH AVE, New York City"
"889","EL REENCUENTRO BAR RESTAURANT","QUEENS",11372,"7185051227","European","",-73.9721545,40.7939374,"3559 95TH ST, New York City"
"890","AMY RUTH'S RESTAURANT","MANHATTAN",10026,"2122808779","Other","",-73.950318,40.8025045,"113 WEST  116 STREET, New York City"
"891","WEBSTER CAFE","BRONX",10458,"7187339634","American","",-73.8838988,40.8673384,"2873 WEBSTER AVENUE, New York City"
"892","TINA'S RESTAURANT","MANHATTAN",10019,"2123154313","American","A",-73.9757143,40.7630334,"23 WEST 56 STREET, New York City"
"893","CRBEAN COFFEE","STATEN ISLAND",10304,"5149289531","Dessert","Not Yet Graded",-73.97609,40.7555722,"135 VANDERBILT AVE, New York City"
"894","METROPOLITAN CLUB","MANHATTAN",10022,"2128387400","American","",-73.971905,40.764873,"1 EAST   60 STREET, New York City"
"895","WOK 88","MANHATTAN",10128,"2128288688","Chinese","",-73.9531586,40.7803952,"1570 3 AVENUE, New York City"
"896","TARBOOSH CAFE","BROOKLYN",11209,"7186446698","Asian","",-73.9728946,40.7644711,"7222 5 AVENUE, New York City"
"897","ARTURO'S PIZZA","MANHATTAN",10028,"2122882430","QuickMeal","",-73.9472849,40.775231,"1610 YORK AVE, New York City"
"898","GINGERS (DOUBLE TREE HOTEL)","MANHATTAN",10036,"2127191600","American","",-73.9845637,40.7589488,"1568 BROADWAY, New York City"
"899","JUNIPER","BROOKLYN",11211,"7187828777","American","B",-73.9590324,40.7188999,"112 BERRY STREET, New York City"
"900","WENDY'S","QUEENS",11432,"7182911008","American","A",-73.800596,40.7035259,"15533 JAMAICA AVE, New York City"
"901","IHOP","BROOKLYN",11206,"7184081368","QuickMeal","A",-73.9414363,40.7009849,"785 FLUSHING AVENUE, New York City"
"902","TERIYAKI BURRITO HOUSE","BROOKLYN",11201,"9174000800","Asian","A",-73.9790429,40.6897106,"96 DEKALB AVE, New York City"
"903","Y & Y BAKERY","BROOKLYN",11219,"7183313292","QuickMeal","",-73.998537,40.625774,"6306 14 AVENUE, New York City"
"904","DUNKIN' DONUTS","BRONX",10472,"7188243796","QuickMeal","A",-73.8668732,40.8319488,"1791 WESTCHESTER AVENUE, New York City"
"905","AIRE ANCIENT BATHS","MANHATTAN",10013,"2122743777","Dessert","",-74.0047812,40.7182375,"88 FRANKLIN ST, New York City"
"906","BURGER KING","MANHATTAN",10033,"2129274787","QuickMeal","",-73.9337777,40.8492655,"1419 ST NICHOLAS AVENUE, New York City"
"907","AOA BAR & GRILL","MANHATTAN",10013,"2129251600","American","",-73.9896727,40.7016239,"6 YORK STREET, New York City"
"908","PARK CAFE","MANHATTAN",10019,"2123154567","American","",-73.9807358,40.7645778,"861 7 AVENUE, New York City"
"909","KROLEWSKIE JADLO","BROOKLYN",11222,"7183838993","European","",-73.9537213,40.8092891,"694 MANHATTAN AVENUE, New York City"
"910","HASAKI RESTAURANT","MANHATTAN",10003,"2124733327","Asian","A",-73.9888263,40.7296772,"210 EAST 9 TH STREET, New York City"
"911","SUBWAY","BROOKLYN",11238,"7187893838","QuickMeal","",-73.9716658,40.6765941,"375 FLATBUSH AVENUE, New York City"
"912","SUSHI HANA","MANHATTAN",10002,"2123889688","Asian","",-73.987947,40.719773,"111 RIVINGTON STREET, New York City"
"913","CAFE HESTIA","MANHATTAN",10017,"2128088245","American","",-73.9741222,40.7517576,"686 3 AVENUE, New York City"
"914","SUSANO'S PIZZERIA & RESTAURANT","QUEENS",11385,"7183811717","QuickMeal","A",-73.9080144,40.7032144,"679 SENECA AVENUE, New York City"
"915","LA NUEVA VICTORIA RESTAURANT","MANHATTAN",10025,"2128651810","Chinese","A",-73.971952,40.79371,"2536 BROADWAY, New York City"
"916","BALKH SHISH KABAB HOUSE","QUEENS",11105,"7187215020","Other","",-73.9133496,40.7742415,"2310 31ST ST, New York City"
"917","JOE JR. RESTAURANT","MANHATTAN",10003,"2124735150","American","A",-73.985873,40.734631,"167 3RD AVE, New York City"
"918","LA ABUNDANCIA","QUEENS",11368,"7182057923","European","A",-73.8705844,40.7514968,"3701 JUNCTION BOULEVARD, New York City"
"919","JP STREET","MANHATTAN",10003,"2123889881","Asian","",-73.993969,40.7310349,"52 E 8TH ST, New York City"
"920","MANDARIN HOUSE I","BRONX",10466,"7186522770","Chinese","",-73.8472371,40.8879388,"4129 LACONIA AVENUE, New York City"
"921","EL MEKKAH BAR & GRILL","BROOKLYN",11237,"9175183475","American","",-73.9133683,40.7010127,"277 WYCKOFF AVE, New York City"
"922","SUMO TERIYAKI","BROOKLYN",11211,"7187828400","Asian","",-73.9571421,40.7119666,"139 HAVEMEYER ST, New York City"
"923","SAM'S PIZZA","BRONX",10463,"7185489070","QuickMeal","A",-73.9060626,40.8793838,"232 WEST  231 STREET, New York City"
"924","GRASSROOT TAVERN","MANHATTAN",10003,"2122602876","American","B",-73.9889576,40.7288932,"20 ST MARKS PLACE, New York City"
"925","SUBWAY","QUEENS",11433,"7185262215","QuickMeal","",-73.791716,40.7024684,"16525 LIBERTY AVENUE, New York City"
"926","CAFE B'WAY 46","MANHATTAN",10036,"2129381333","American","B",-73.9842179,40.7579608,"146 W 46TH ST, New York City"
"927","SNOWDONIA PUB","QUEENS",11106,"3477305783","Other","A",-73.927405,40.7578909,"3455 32ND STREET, New York City"
"928","THAI POT","QUEENS",11375,"7188973898","Asian","B",-73.8497475,40.7248768,"10307 QUEENS BLVD, New York City"
"929","GIOVANNI'S","BRONX",10468,"7187333333","Italian","",-73.9044242,40.8626469,"80 W FORDHAM RD, New York City"
"930","TEDDY'S CAFE","BRONX",10473,"7182397050","American","",-73.8432085,40.8243588,"805 ZEREGA AVENUE, New York City"
"931","CARVEL ICE CREAM","QUEENS",11004,"7183430392","Dessert","A",-73.7032627,40.7386242,"26515 HILLSIDE AVENUE, New York City"
"932","SANDWEDGE GRILLE","BRONX",10467,"7186559164","American","A",-73.8805095,40.883669,"3751 JEROME AVE, New York City"
"933","MCDONALD'S","BROOKLYN",11217,"7182300176","QuickMeal","",-73.9768194,40.6846975,"139 FLATBUSH AVENUE, New York City"
"934","CRANBERRY CAFE","MANHATTAN",10036,"2127309495","American","",-73.9833587,40.7572692,"115 WEST   45 STREET, New York City"
"935","MR. COCO","QUEENS",11358,"7184454600","Asian","A",-73.804297,40.755861,"4515 162 STREET, New York City"
"936","BIG ALS CHICAGO PIZZA","MANHATTAN",10006,"2129643269","QuickMeal","A",-74.0118083,40.7089543,"9 THAMES STREET, New York City"
"937","VEGGIES","BROOKLYN",11225,"3475338262","Dessert","A",-73.9514452,40.6644382,"994 NOSTRAND AVE, New York City"
"938","DALLAS BBQ","MANHATTAN",10036,"2122219000","Other","",-73.9886248,40.7570673,"241 WEST 42 STREET, New York City"
"939","MERCI MARKET","MANHATTAN",10036,"2125609300","QuickMeal","",-73.9922148,40.7579169,"350 WEST   42 STREET, New York City"
"940","L'ENCANTO D'LOLA","MANHATTAN",10026,"2122226969","Mexcian","",-73.9512414,40.8000242,"57 LENOX AVENUE, New York City"
"941","JAKE'S SALOON","MANHATTAN",10011,"2123665110","American","",-74.0013962,40.7459334,"202 9 AVENUE, New York City"
"942","PATSY'S PIZZERIA","MANHATTAN",10017,"2128789600","Italian","A",-73.972106,40.7504194,"801 2 AVENUE, New York City"
"943","KAM TUNG RESTAURANT","QUEENS",11694,"7189454400","Chinese","A",-73.8381552,40.580984,"261 BEACH  116 STREET, New York City"
"944","STARBUCKS COFFEE","MANHATTAN",10065,"2127724281","Dessert","",-73.9650501,40.7686084,"695 PARK AVENUE, New York City"
"945","ARTURO'S","MANHATTAN",10028,"2125354480","Italian","",-73.947847,40.775478,"1617 YORK AVENUE, New York City"
"946","MAPO TOFU","MANHATTAN",10016,"2128678118","Chinese","",-73.977521,40.7498282,"338 LEXINGTON AVENUE, New York City"
"947","BI WON","QUEENS",11364,"7182244585","Asian","A",-73.7563091,40.7474051,"6158 SPRINGFIELD BOULEVARD, New York City"
"948","LA NUEVA COCINA RESTAURANT","BRONX",10468,"7185617067","American","B",-73.8970758,40.8671455,"12 EAST KINGSBRIDGE ROAD, New York City"
"949","BELVEDERE CAFE","MANHATTAN",10036,"2122457000","American","",-73.9880216,40.7616718,"319 WEST   48 STREET, New York City"
"950","TALK OF THE TOWN RESTAURANT","QUEENS",11372,"7185339131","Asian","",-73.8935493,40.7480732,"3721 72 STREET, New York City"
"951","DUNKIN' DONUTS","BROOKLYN",11204,"7182320290","QuickMeal","A",-73.982238,40.6127151,"6627 BAY PARKWAY, New York City"
"953","BON APPETIT RESTAURANT","QUEENS",11428,"6467375512","Other","",-73.7478432,40.71568,"21145 JAMAICA AVENUE, New York City"
"954","TRUE TASTE RESTAURANT","BROOKLYN",11216,"7184535205","Chinese","B",-73.9407939,40.6831965,"553 THROOP AVENUE, New York City"
"955","BISTRO CATERERS","MANHATTAN",10019,"2125869191","American","A",-73.9812958,40.7612525,"147 WEST   51 STREET, New York City"
"956","AGRA RESTAURANT","MANHATTAN",10065,"2123088281","Asian","A",-73.9664813,40.7641921,"807 LEXINGTON AVENUE, New York City"
"957","TWIN DRAGONS ASIAN CUISINE","STATEN ISLAND",10301,"7187206568","Chinese","A",-74.0767216,40.6442062,"54 RICHMOND TER, New York City"
"958","SWEET DREAM BAKERY","BROOKLYN",11220,"7188511976","QuickMeal","",-73.93552,40.8267444,"4612 7TH AVE, New York City"
"959","HANE SUSHI","MANHATTAN",10009,"2125989889","Asian","",-73.9797339,40.7346006,"346 1ST AVENUE, New York City"
"960","EL SOL MIGUELENO RESTAURANT","BROOKLYN",11220,"7185679444","Mexcian","A",-73.962986,40.778016,"5603 5 AVENUE, New York City"
"961","FIRST OASIS","BROOKLYN",11209,"7182384505","European","A",-74.0306069,40.6180063,"9218 4 AVENUE, New York City"
"962","FRANK'S LOUNGE & BAR","BROOKLYN",11217,"7186259339","American","",-73.9758026,40.68663,"660 FULTON STREET, New York City"
"963","THE NEW PORTALES TAQUERIA","QUEENS",11106,"7182046736","Mexcian","A",-73.9726193,40.7928328,"2508A BROADWAY, New York City"
"964","DOMA NA ROHU","MANHATTAN",10014,"2129294339","European","A",-74.0045175,40.7311431,"27 12 MORTON STREET, New York City"
"965","TILILA BAR & GRILL","BRONX",10463,"9292224968","European","",-73.8980108,40.8837399,"3648 BAILEY AVE, New York City"
"966","POSH TOMATO","BROOKLYN",11223,"7186769353","Other","",-73.9666285,40.5974808,"502 AVENUE U, New York City"
"967","JACK DOYLES PUB & RESTAURANT","MANHATTAN",10001,"2122681255","European","A",-73.9918619,40.7520873,"240 WEST   35 STREET, New York City"
"968","MONSTER SUSHI","MANHATTAN",10011,"2126209131","Asian","",-73.9950841,40.7435593,"158 WEST   23 STREET, New York City"
"969","DUNKIN' DONUTS","BROOKLYN",11215,"3475295253","QuickMeal","A",-73.9935347,40.7470076,"306 7 AVENUE, New York City"
"970","STOLLE BAKERY","MANHATTAN",10011,"8558003131","QuickMeal","",-73.9991469,40.7348968,"109 W 10TH ST, New York City"
"971","GOOD COMPANY TAVERN","QUEENS",11362,"7184280987","American","A",-73.7345694,40.7713236,"25332 NORTHERN BOULEVARD, New York City"
"972","FELICE","MANHATTAN",10028,"2122494080","Italian","",-73.9510928,40.7749003,"1593 1 AVENUE, New York City"
"973","LOUIE AND CHAN","MANHATTAN",10002,"2128372816","Italian","",-73.9924425,40.7185857,"303-305 BROOME ST, New York City"
"974","PADOCA BAKERY","MANHATTAN",10065,"2123004543","QuickMeal","A",-73.9580679,40.7654583,"359 E 68TH ST, New York City"
"975","LA MIA PIZZA","MANHATTAN",10075,"2124721200","QuickMeal","B",-73.9531563,40.7712704,"1488 1 AVENUE, New York City"
"976","FRANCESCO'S PIZZERIA & TRATTORIA","BROOKLYN",11231,"7188340863","QuickMeal","B",-73.9809317,40.714258,"529 HENRY STREET, New York City"
"977","BRASSERIE LES HALLES","MANHATTAN",10038,"2122858585","European","A",-74.0087452,40.7100313,"15 JOHN STREET, New York City"
"978","PLAZA BAGELS & DELI","STATEN ISLAND",10306,"7183513906","QuickMeal","A",-74.1178949,40.5734906,"73 NEW DORP PLAZA, New York City"
"979","LUIGI'S RESTAURANT","QUEENS",11040,"7183477136","Italian","A",-73.7075077,40.7495887,"26521 UNION TURNPIKE, New York City"
"980","DIRTY PIERRES BISTRO","QUEENS",11375,"7188309698","European","B",-73.8453482,40.7192768,"13 STATION SQUARE, New York City"
"981","NEW NO 1 CHINESE RESTAURANT","BROOKLYN",11212,"7184950905","Chinese","A",-73.9246017,40.6585041,"1007 CLARKSON AVENUE, New York City"
"982","DEVON & BLAKELY","MANHATTAN",10003,"2126610101","American","A",-73.9760147,40.7551374,"250 PARK AVENUE, New York City"
"983","Stand # 425 (HOT DOGS)","QUEENS",11368,"7185958100","American","A",-73.8247108,40.7607527,"126 ROOSEVELT AVENUE, New York City"
"984","CHECKERS","BROOKLYN",11208,"3475337800","QuickMeal","",-73.8668327,40.6785832,"1146 LIBERTY AVE, New York City"
"985","MERMAID INN","MANHATTAN",10003,"2126745870","Seafood","A",-73.9884429,40.7269975,"96 2 AVENUE, New York City"
"986","ANN & TONY'S RESTAURANT","BRONX",10458,"7189331469","Italian","",-73.8875667,40.8558441,"2407 ARTHUR AVENUE, New York City"
"987","UNITED CYPRIANS OF AMERICA","QUEENS",11102,"7182789677","European","A",-73.9204199,40.770395,"2816 ASTORIA BOULEVARD, New York City"
"988","RED HOOK BAIT AND TACKLE","BROOKLYN",11231,"7184514665","American","A",-74.0111571,40.6791299,"320 VAN BRUNT ST, New York City"
"989","2 IN 1 RESTAURANT","BROOKLYN",11234,"7183380688","Chinese","",-73.9326009,40.6184005,"2108 FLATBUSH AVENUE, New York City"
"990","PADDY'S ON THE BAY","BRONX",10465,"7184306651","American","",-73.8034964,40.8101355,"50 PENNYFIELD AVENUE, New York City"
"991","PIZZA CON VITAMINAS","QUEENS",11355,"7185709629","QuickMeal","A",-73.8326848,40.7525152,"4444 COLLEGE PT BLVD, New York City"
"992","BENTO SUSHI","MANHATTAN",10010,"2124378744","Asian","A",-74.0101588,40.7100042,"173 BROADWAY, New York City"
"993","GREEN POINT DINER","BROOKLYN",11222,"7183490033","American","A",-73.9532416,40.8099485,"1035 MANHATTAN AVENUE, New York City"
"994","CHINA GARDEN CHINESE RESTAURANT","QUEENS",11415,"7185750111","Chinese","",-73.8299911,40.7134782,"8045 KEW GARDENS ROAD, New York City"
"995","PICNIC PERLA RESTAURANTE","BROOKLYN",11218,"7184350359","Mexcian","B",-73.9863963,40.6401819,"3913 13 AVENUE, New York City"
"996","EL HORNERO BAKERY","QUEENS",11368,"7186510400","QuickMeal","B",-73.8688719,40.7491189,"9608 ROOSEVELT AVENUE, New York City"
"997","PIZZA LOVERS","QUEENS",11102,"7182670310","QuickMeal","",-73.9167645,40.7734981,"2801 24TH AVE, New York City"
"998","HOMETOWN HOTPOT & BBQ","MANHATTAN",10013,"2122198833","Asian","",-73.996849,40.719403,"194 GRAND ST, New York City"
"999","PAPAZZIO RESTAURANT","QUEENS",11361,"7182291962","Italian","A",-73.7716299,40.7642338,"3938 BELL BOULEVARD, New York City"
"1000","SALUMERIA BEILLESE/ BIRICCHINO REST","MANHATTAN",10001,"2127367376","Italian","A",-73.99556,40.748852,"378 8 AVENUE, New York City"
"1001","HALE & HEARTY SOUP","MANHATTAN",10011,"2122552400","QuickMeal","",-74.0060838,40.7425547,"75 9 AVENUE, New York City"
"1002","CARVEL ICE CREAM","QUEENS",11358,"7184610512","Dessert","",-73.793881,40.7707486,"2828 FRANCIS LEWIS BOULEVARD, New York City"
