NAME,GRADE,ADDRESS,ZIPCODE,RATING,PRICE,LAT,LON,CUISINE,TAG,TEL
CHOP'T,A,EAST   56 STREET,10022,3,$$,40.76114,-73.97231,QuickMeal,chicken service nice night favorite recommend,12127502467
CHI KEN,Z,8TH AVE,11220,3.5,$,40.63873515,-74.00591689,QuickMeal,chicken service nice night quick friend,17186338877
THE HALAL GUYS,A,AMSTERDAM AVE,10025,3.5,$,40.79354574,-73.97097614,Other,chicken service night menu nice favorite,12126653033
ETHYL'S,A,2ND AVE,10028,3.5,$$,40.77709,-73.95269,American,chicken service nice night menu quick,12123004132
POPEYES LOUISIANA KITCHEN,A,PENNSYLVANIA AVENUE,11207,3,$,40.65697,-73.89001,QuickMeal,chicken service nice eat table night,17184850500
AMARACHI PRIME,B,BRIDGE ST,11201,4,$,40.68828201,-73.95681763,Other,service chicken nice table recommend night,16466414510
VAMOS AL TEQUILA,A,FRANKLIN STREET,11222,3.5,$$,40.73079,-73.95753,Latin,chicken service table night nice pretty,17183830808
ZUCKER'S BAGELS,A,LEXINGTON AVENUE,10017,3,$,40.75058,-73.97685,Other,chicken service nice menu night bagel,12126611080
LA PARADA EXPRESS RESTAURANT,A,3RD AVE,11215,4,,40.671665,-73.99118,Latin,chicken delicious friend nice passion quick,17189654800
Pick-A-Bagel,A,LEXINGTON AVE,10075,3,$,40.773664,-73.959566,QuickMeal,service chicken night bagel favorite neighborhood,12125176590
16 HANDLES,A,2 AVENUE,10028,4,$,40.775033,-73.9540341,Drink&Sweets,chicken service favorite night nice table,16468632522
WASHINGTON AVENUE CAFE,A,WASHINGTON AVE,11238,4,$,40.67889219,-73.96416235,Coffee,service chicken night nice menu bagel,17182303734
PARDON MY FRENCH,,AVENUE B,10009,4,$$,40.72473,-73.98115,European,chicken service nice night favorite quick,12123589683
3 D'S LEGACY SALAD & GRILL,A,MORRIS PARK AVENUE,10460,4.5,$,40.8405075,-73.8732529,Latin,night delicious neighborhood plenty service table,13476570910
TRATTORIA CERBONE,A,FRESH POND ROAD,11385,4,$$,40.7014002,-73.894951,European,chicken service nice night wait pretty,17183864400
LUCKY JACK'S,A,ORCHARD STREET,10002,3.5,$$,40.71969451,-73.98966844,American,service night nice chicken favorite neighborhood,12124776555
LA FONDA DEL SOL,A,PARK AVENUE,10017,3.5,$$$,40.7534182,-73.97715272,European,chicken service nice night quick wait,12128676767
BLEND,A,VERNON BOULEVARD,11101,4,$$,40.74541872,-73.9533804,Latin,chicken service nice night menu pretty,17187292800
HUMMUS KITCHEN,A,2ND AVE,10028,4,$$,40.77636504,-73.95296934,European,chicken service nice favorite menu pretty,12129880090
SAN CAFFE,B,61 STREET,11378,3.5,$,40.72408,-73.90467,QuickMeal,chicken service table menu recommend nice,13474309748
CYPRIANA,A,37TH ST,11101,5,,40.74198,-73.92859,Other,service breakfast chicken table bad complain,17183611747
PIZZA EMPORIUM,A,AVENUE S,11234,3.5,$,40.60909,-73.93212,Pizza,chicken service nice menu night table,17183766770
DORIAN GRAY,A,EAST    4 STREET,10009,4,$$,40.72393,-73.98383,American,service chicken night nice favorite menu,12129790900
LE PAIN QUOTIDIEN,A,AMSTERDAM AVENUE,10024,2.5,$$,40.78638948,-73.97635594,QuickMeal,chicken service nice night pretty table,12128771200
XINYA,Z,HUNTS POINT AVE,10474,2.5,$,40.8193875,-73.8896518,Chinese,recommend chicken table neighborhood nice favorite,17183282580
LA VIE EN SZECHUAN RESTAURANT,C,EAST   33 STREET,10016,3.5,$$,40.7473585,-73.98439809,Chinese,chicken service nice favorite menu night,12126832779
BKLYN HOUSE HOTEL,A,BEAVER ST,11206,3,$$,40.700797,-73.939263,American,chicken service nice night favorite table,17183884433
LANTERN,A,MONTAGUE STREET,11201,3.5,$$,40.69533,-73.99544,Asian,chicken service nice favorite night table,17182372594
JOE'S SICILIAN BAKERY,A,48 AVENUE,11364,4.5,$,40.7552016,-73.7685382,QuickMeal,service chicken nice favorite night table,17182252272
CHATIME CAFE,A,KISSENA BLVD,11355,2.5,$,40.75924,-73.8326,Drink&Sweets,chicken service nice favorite night table,17184638881
DUNKIN' DONUTS,A,BOSTON POST ROAD,10475,3.5,$,41.062633,-73.949554,QuickMeal,chicken awesome bit dunkin night bar,17183248842
TAQUERIA Y FONDA LA MEXICANA,A,AMSTERDAM AVENUE,10025,3.5,$,40.8016168,-73.965212,Latin,chicken service night nice favorite table,12125310383
PARKSIDE PUB,A,149 STREET,11357,5,$,40.77699,-73.81779,American,chicken night service bar menu neighborhood,17184634647
RECUERDO RESTAURANT,A,34TH AVE,11354,4,,40.7672678,-73.8208801,Latin,chicken service recommend menu wait eat,17183591370
ROYAL INDIA PALACE AND RESTAURANT,A,ATLANTIC AVENUE,11419,3.5,$$,40.69362,-73.82837,Asian,chicken service nice night table delicious,17188467600
JOE COFFEE COMPANY,,W 40TH ST,10018,4,$$,40.71262841,-74.01281985,Coffee,chicken service favorite nice quick coffee,12129247400
C & J II JAMAICAN RESTAURANT & BAKERY,C,FLATBUSH AVENUE,11226,3,$,40.6507223,-73.9587916,Latin,chicken service pretty favorite nice menu,13474421400
AU BON PAIN,A,MYRTLE AVENUE,11201,3,$$,40.69365564,-73.98663787,QuickMeal,chicken service night nice table recommend,17186249598
SUSHI HANA,,RIVINGTON STREET,10002,3.5,$$,40.71977234,-73.98794556,Asian,service chicken nice night pretty menu,12123889688
MCDONALD'S,A,3RD AVE,10028,2,$,40.7777884,-73.95452942,American,chicken service night table favorite nice,12126288100
TOTA'S,A,UTICA AVENUE,11213,3.5,$$,40.670188,-73.931236,Latin,chicken service favorite nice night menu,17187735109
THE LEVEE,A,BERRY STREET,11249,4,$,40.71633038,-73.96172047,American,service night chicken nice favorite bar,17182188787
SING SING KITCHEN,A,EAST 169 STREET,10456,1,$,40.830985,-73.901186,Chinese,chicken hands recommend service start angry,17183282752
LATIN FUSION,A,ALLERTON AVE,10467,2.5,,40.86566,-73.86396,European,chicken service nice table night recommend,17186542067
CHIQUI CAFE,,JAMAICA AVENUE,11426,4.5,$$,40.7254279,-73.7214926,QuickMeal,service nice night table favorite chicken,17183478100
TART TART HOUSE,B,45TH AVE,11355,2.5,$,40.7556885,-73.8148452,QuickMeal,chicken nice service night menu favorite,17187221311
AUNTIE GUAN'S KITCHEN 108,A,W 14TH ST,10011,3.5,$$,40.73772135,-73.99741485,Chinese,chicken service nice favorite night friend,12122068388
BURGER KING,B,CONEY ISLAND AVE,11223,3.5,$,40.59772047,-73.96094229,American,chicken service table nice eat favorite,17183821409
AFFABLE EATERY,A,65TH ST,11219,3,$$,40.63088052,-74.01000159,Chinese,service chicken nice table favorite quick,17186802289
GHENET BROOKLYN,A,DOUGLASS STREET,11217,4,$$,40.6791399,-73.98153,Other,chicken service nice favorite night table,17182304475
NEW CHINA HOUSE,A,ATLANTIC AVENUE,11416,4,$,40.6902426,-73.8407242,Chinese,service chicken nice menu neighborhood delicious,17188059200
K RICO,,9TH AVE,10019,4.5,$$$,40.76438,-73.9880699,American,chicken service nice favorite night menu,12127579393
MORNINGSTAR RESTAURANT,A,2 AVENUE,10022,3.5,$$,40.75517161,-73.96856788,American,service chicken night nice menu table,12125881050
BOCCA,A,EAST   19 STREET,10003,3.5,$$$,40.73826,-73.98886,European,chicken service nice night favorite friend,12123871200
LA BELLA VITA,,MULBERRY STREET,10013,4,$$,40.719795,-73.997406,European,nice chicken service night table neighborhood,12127758484
BROTHERS PIZZA,A,14 STREET,11102,4,$$,40.76957804,-73.93111368,Pizza,service chicken nice night favorite menu,17187771111
SUGAR & CAKE FANTASIES BAKERY,A,ROOSEVELT AVE,11372,3.5,$$,40.74776,-73.87978,QuickMeal,service chicken appetizer bday bread cake,17187096001
THE IMMIGRANT NYC,A,EAST    9 STREET,10003,4.5,$$,40.728622,-73.985325,American,chicken service night nice quick menu,16463081724
WASHINGTON SQUARE CAFE,A,WAVERLY PLACE,10011,4,$$,40.73251,-73.99866,American,chicken service nice night favorite menu,12122541200
MISIRIZZI,A,E 4TH ST,10003,4.5,$$$,40.7272,-73.99228,European,night nice chicken service menu favorite,12123750100
FUKUROU,A,MACDOUGAL STREET,10012,4,$$,40.72905,-74.00143,Asian,chicken service night nice quick table,12123880013
THE MILTON,A,2ND AVE,10128,4,$$,40.78123,-73.94893,American,chicken service nice night menu table,12123691900
BAKERY MOCANA,,SAINT NICHOLAS AVE,10040,3,,40.85314,-73.9306,QuickMeal,chicken service nice favorite menu night,12127401190
MACCHIATO ESPRESSO BAR,A,5 AVENUE,10103,3.5,$,40.76019063,-73.97682322,Coffee,chicken service night nice menu favorite,12122626600
HEALTHY FRESH,A,MORRIS PARK AVE,10461,4.5,$,40.8487099,-73.85532,American,chicken service night eat favorite quick,17186846411
VISTA HERMOSA DELI RESTAURANT,A,EVERGREEN AVENUE,10472,3.5,$$,40.8287,-73.88123,Latin,chicken service nice night favorite friend,17188609674
STARBUCKS,A,EAST   69 STREET,10021,2,$$,40.766042,-73.957523,Coffee,chicken service favorite night table nice,12124721312
MCDONALD'S,A,BRUCKNER BOULEVARD,10473,2,$,40.82341747,-73.8746465,QuickMeal,chicken service table nice eat menu,17186170869
MCDONALD'S,A,BROADWAY,10019,2.5,$,40.762244,-73.983757,American,chicken service nice favorite table night,12125865530
POPEYES LOUISIANA KITCHEN,,LIBERTY AVENUE,11433,2,$,40.7024479,-73.7917566,QuickMeal,service chicken recommend nice favorite night,17185234233
PERLA DEL PACIFICO RESTAURANT,A,ROOSEVELT AVE,11372,4,,40.7486756,-73.8698315,European,chicken favorite night service friend minutes,17182051112
INDIKITCH,A,6TH AVE,10036,3.5,$$,40.75763,-73.9817,Asian,chicken service nice night eat table,16464819905
POLLO INKA PERU,,QUEENS BOULEVARD,11375,3.5,$$,40.7177905,-73.8366524,Latin,service chicken nice recommend favorite night,17182752828
LAND THAI KITCHEN,,AMSTERDAM AVENUE,10024,4,$$,40.78497,-73.9772182,Asian,chicken service nice night menu favorite,12125018121
KONDITORI,A,ALLEN STREET,10002,4,$,40.72195,-73.98873,Coffee,chicken service night nice favorite quick,16463503973
NEW WAH LUNG KITCHEN,Z,21ST AVE,11105,3.5,$,40.781677,-73.914604,Chinese,chicken service nice recommend favorite menu,17182780390
SKYLIGHT DINER,A,WEST   34 STREET,10001,3,$$,40.7533794,-73.9967919,American,chicken service nice favorite night pretty,12122440395
ABURI SUSHI BAR,A,GRAND ST,11211,3.5,$,40.712052,-73.9424949,Asian,chicken service nice night recommend favorite,17183878815
SUBWAY,A,BROADWAY,11373,3,,40.74398938,-73.88480444,QuickMeal,service chicken night bit convenient customer,13476171016
KING'S WOK KITCHEN,,BROADWAY,10471,4,$,40.91044,-73.89681,Chinese,chicken service nice night pretty eat,17186017777
DUNKIN' DONUTS,A,HYLAN BOULEVARD,10308,2.5,$,40.54192,-74.14595,QuickMeal,recommend wasnt service table chicken friend,17189675744
GOTTSCHEER HALL,A,FAIRVIEW AVENUE,11385,4.5,$,40.706891,-73.905479,European,service night favorite chicken nice eat,17183663030
KENNEDY FRIED CHICKEN,A,HILLSIDE AVE,11432,3,$,40.7128983,-73.7832947,American,chicken eat menu quick table nice,17182064075
NEW SANTANA DELI & RESTAURANT,A,IRVING AVE,11237,3.5,$,40.70194626,-73.91902161,Latin,chicken service favorite nice menu quick,19292100860
SALUGGI'S,B,CHURCH STREET,10013,4,$$,40.720104,-74.003578,European,chicken service night nice menu favorite,12122267900
LOBO,A,COURT STREET,11201,3.5,$$,40.686588,-73.994155,Other,chicken service nice eat night favorite,17188587739
CHIPOTLE MEXICAN GRILL,A,BROADWAY,10032,2.5,$,40.84150081,-73.93987635,Other,chicken nice favorite night service quick,16464125429
LA BAGUETTE SHOP,A,ROCKAWAY PARKWAY,11236,4.5,$,40.6371227,-73.8937725,QuickMeal,chicken service night recommend favorite menu,17187584330
TWO BOOTS TO GO WEST,A,W 11TH ST,10014,3.5,$,40.7366979,-74.0014999,Pizza,chicken nice service night favorite table,12126339096
FRAUNCES TAVERN,A,PEARL STREET,10004,3.5,$$,40.70344,-74.01135,American,chicken service nice night favorite pretty,12129681776
DOS CAMINOS THIRD,A,3 AVENUE,10022,3,$$,40.755878,-73.970383,Latin,chicken service nice night favorite wait,12123365400
AREPAS CAFE,A,36TH AVE,11106,4,$$,40.755835,-73.927691,Latin,chicken service nice night quick friend,17189373835
UCB EAST COMEDY,A,EAST    3 STREET,10009,3.5,$,40.723639,-73.985098,American,nice chicken night service favorite recommend,12123669231
BOWLMOR CHELSEA PIERS,A,CHELSEA PIERS,10011,3,,40.74704563,-74.00903463,American,chicken service nice night favorite table,12128352695
NEW FIRST COOK RESTAURANT,A,STILLWELL AVE,11223,3.5,$,40.59096,-73.98368,Chinese,chicken nice delicious eat service table,17183330569
THE GREEK KITCHEN  CLINTON BAKERY CAFE,A,10 AVENUE,10019,4,$$,40.7697614,-73.9881055,European,chicken service night nice favorite friend,12125814300
CURRY IN A HURRY,A,LEXINGTON AVENUE,10016,3,$$,40.74268,-73.9822499,Asian,chicken nice service night favorite delicious,12126830900
BAGELS & BIALYS,Z,QUENTIN RD,11229,4,$,40.60951,-73.95692,QuickMeal,service chicken nice night bagel favorite,17186279868
OASIS JIMMA JUICE BAR,B,BROADWAY,10027,5,$,40.81495,-73.95916,Drink&Sweets,chicken service nice night menu recommend,16465900685
QUATORZE BISTRO,A,EAST   79 STREET,10075,4,$$$,40.7730946,-73.9538277,European,chicken service night nice favorite table,12125351414
MAX'S DELI & COFFEE SHOP,A,ATLANTIC AVE,11207,1,,40.67596817,-73.89762878,Other,friend night chicken service table bit,19179668200
NEW MUM'S KITCHEN,A,CLARKSON AVENUE,11212,3.5,$$,40.65827,-73.92428,Latin,service chicken called recommend favorite night,13474425252
PIONEER RESTAURANT,A,WEST  231 STREET,10463,4,,40.87942,-73.90549,Chinese,chicken service nice pretty table friendly,17188848885
LULA BEAN,A,GRAND STREET,11211,4,$,40.712127,-73.941368,Coffee,service chicken night nice table favorite,17185995852
KFC,A,4TH AVE,11232,1.5,$,40.6591586,-73.9996715,QuickMeal,chicken service nice table favorite menu,17187684853
AKSARAY TURKISH CAFE AND RESTAURANT,A,EAST   16 STREET,11229,3.5,$,40.60993463,-73.95761803,Other,service chicken nice friendly table favorite,17183759237
THE STANDARD,,NASSAU AVENUE,11222,3,$,40.725221,-73.945621,Other,chicken service nice night favorite menu,17184722150
BAREBURGER,A,W 14TH ST,10011,3.5,$$,40.73789215,-73.99719238,QuickMeal,chicken service nice night favorite wait,16465967980
EL RANCHITO DE DAISY,A,150 STREET,11355,2,,40.76149,-73.81319,Latin,NA,17186613307
MCNALLY JACKSON CAFE,A,PRINCE STREET,10012,4.5,$$,40.72339,-73.99598,Coffee,service chicken night nice favorite table,12122741160
KINGSTON PIZZA,A,KINGSTON AVENUE,11213,2.5,$,40.6708713,-73.9419453,Pizza,chicken nice service night neighborhood eat,17187747665
JPAN SUSHI RESTAURANT,A,5 AVENUE,11215,4,$$,40.673599,-73.982254,Asian,service chicken favorite nice night table,17187882880
PEACHWAVE FROZEN YOGURT,A,E 187TH ST,10458,4.5,$,40.85518646,-73.88751221,Drink&Sweets,service chicken nice eat favorite night,13472705883
THANYA THAI CUISINE,A,FRANCIS LEWIS BLVD,11358,3.5,$$,40.76631,-73.78936,Asian,service chicken nice favorite pretty night,17183210506
WOLFNIGHTS,,RIVINGTON ST,10002,4,$$,40.7198896,-73.9885666,American,chicken service night nice favorite friend,16466698070
P & M CLASSIC PIZZA & RESTAURANT,A,AMSTERDAM AVENUE,10031,4,$,40.8262239,-73.9466905,Pizza,service chicken nice night pizza neighborhood,12129263155
SUSHI TAKE OUT ENJOY,A,NORTHERN BLVD,11358,4,$$,40.7581089,-73.79522905,Asian,service chicken night nice favorite quick,13475060046
SUMMER'S LUNCHEONETTE/BUTTERFUNK,A,GREENWOOD AVENUE,11218,4,$$,40.6514352,-73.9758253,QuickMeal,service chicken nice favorite night menu,17186861044
PARADA 47 MEXICAN RESTAURANT,A,W 47TH ST,10036,4.5,$,40.761215,-73.99395,Latin,chicken service nice pretty night table,12127573737
SUBWAY,A,FLATLANDS AVE,11236,4,$,40.6345311,-73.9144834,QuickMeal,chicken meat menu service bad bit,17185315003
FARIDA,A,9TH AVE,10018,3.5,$$,40.75562,-73.99428,Asian,chicken service night nice friend eat,16469186542
HOT SPOT NABE,A,18TH AVE,11204,4,$$,40.61515427,-73.99459839,Asian,chicken service nice menu favorite night,17183311818
ULTIMATE BAKERY,A,FLATBUSH AVENUE,11226,3.5,$,40.63979,-73.95528,QuickMeal,service chicken nice night patties pretty,17186934128
TENDO SUSHI,A,FRESH POND RD,11385,3.5,$$,40.7081,-73.8981699,Asian,chicken service nice recommend favorite night,17183810809
88 CANTEEN,A,MAIN ST,11355,3.5,$,40.74402,-73.82608,Chinese,service chicken nice menu night eat,17188861555
DA ANDREA,A,WEST 13 STREET,10011,4,$$,40.736218,-73.99597,European,chicken service nice night friend quick,12123671979
RED ROBIN GOURMET BURGERS AND BREW,A,RICHMOND AVE,10314,2,$$,40.581285,-74.1644,American,chicken service nice table wait night,17184771063
NO. 1 FLOWER DRUM HOUSE,A,31 STREET,11105,3.5,$,40.777674,-73.908463,Chinese,service chicken night recommend favorite nice,17189563677
FRESH MEADOW'S PIZZA & RESTAURANT,A,69 AVENUE,11365,4,$$,40.737136,-73.7777141,Pizza,chicken service nice table menu night,17182172700
ORCHIDEA RESTAURANT,A,12TH AVE,11219,4,$$$,40.6366155,-73.993802,Other,chicken nice service night recommend favorite,17186867500
FISH N TING RESTAURANT,Z,BOSTON ROAD,10466,4,$$,40.885723,-73.829075,Latin,chicken service nice night pretty table,17188816116
TERIYAKI JAPAN,,4TH AVE,11220,4,$,40.635058,-74.023664,Asian,nice service chicken night eat recommend,17188333068
TAAM MEVORACH,A,AVENUE U,11223,2.5,$$,40.598419,-73.962509,Other,service chicken recommend quick nice table,17183363368
PALACE RESTAURANT,A,E 57TH ST,10022,3.5,$$,40.760908,-73.969842,American,service nice chicken night favorite recommend,12123198989
EMPIRE TACO,A,WILSON AVENUE,11207,2.5,$,40.690147,-73.90673,Other,chicken service nice menu night recommend,17189194762
HOLIDAY INN EXPRESS,A,UNION ST,11215,2.5,$$,40.67817,-73.98444,European,chicken night service nice table favorite,17187971133
POLLERIA AZOGUENITA,,37TH AVE,11372,2.5,$$,40.7507858,-73.8756561,European,service chicken delicious night eat menu,17186511209
STARBUCKS,A,W 57TH ST,10019,2.5,$$,40.76915,-73.988233,Coffee,chicken service favorite nice night table,12122475489
NEW ONE CHINESE RESTAURANT,A,11TH AVE,11219,3,,40.62954707,-74.00535834,Chinese,chicken service dumplings favorite recommend city,17184918888
MULBERRY STREET BAR,,MULBERRY STREET,0,3.5,$$,40.72008,-73.9968899,European,chicken service nice night favorite table,12122269345
EASTWOOD,A,CLINTON STREET,10002,4,$$,40.714155,-73.987064,Other,service chicken night nice table favorite,12122330124
NYONYA,A,8TH AVE,11220,4,,40.63889,-74.00582,Asian,chicken nice service favorite night pretty,17186330808
BODEGA NEGRA,A,WEST   16 STREET,10011,3.5,$$$,40.74214144,-74.00357819,Latin,chicken service nice night recommend favorite,12122292336
DORADO,A,EAST   12 STREET,10003,4,$,40.73396,-73.99312,Other,chicken service nice night pretty favorite,12126270900
GONG CHA,A,CATHERINE ST,10038,3.5,$,40.713893,-73.997282,Coffee,chicken nice night service favorite recommend,12123437019
MIZU SUSHI & DUMONT BURGER,B,BEDFORD AVE,11249,3.5,$$,40.7133185,-73.9618969,QuickMeal,chicken service nice favorite night recommend,17187826666
